Cr,,,80,68,400
Cr,,,120,191,360
Cr,,,160,76,325
Cr,,,200,138,290
Cr,,,240,124,260
Cr,,,280,169,235
Cr,,,320,32,210
Cr,,,360,56,190
Cr,,,400,27,170
Cr,,,440,102,155
Cr,,,480,108,140
Cr,,,520,44,125
Cr,,,560,78,115
Cr,,,600,16,100
Cr,,,640,85,90
Cr,,,680,189,80
Cr,,,720,34,75
Cr,,,760,157,65
Cr,,,800,57,60
Cr,Cu,,2,169,1045
Cr,Cu,,4,97,940
Cr,Cu,,10,196,845
Cr,Cu,,20,96,760
Cr,Cu,,40,7,685
Cr,Cu,,80,29,615
Cr,Cu,,120,36,555
Cr,Cu,,160,121,500
Cr,Cu,,200,75,450
Cr,Cu,,240,38,405
Cr,Cu,,280,33,365
Cr,Cu,,320,47,325
Cr,Cu,,360,71,295
Cr,Cu,,400,160,265
Cr,Cu,,440,196,240
Cr,Cu,,480,152,215
Cr,Cu,,520,185,195
Cr,Cu,,560,100,175
Cr,Cu,,600,135,155
Cr,Cu,,640,7,140
Cr,Cu,,680,127,125
Cr,Cu,,720,27,115
Cr,Cu,,760,161,105
Cr,Cu,,800,150,90
Cr,Fe,,2,151,880
Cr,Fe,,4,110,790
Cr,Fe,,10,77,710
Cr,Fe,,20,84,640
Cr,Fe,,40,40,575
Cr,Fe,,80,13,520
Cr,Fe,,120,89,465
Cr,Fe,,160,89,420
Cr,Fe,,200,133,380
Cr,Fe,,240,80,340
Cr,Fe,,280,32,305
Cr,Fe,,320,99,275
Cr,Fe,,360,139,250
Cr,Fe,,400,148,225
Cr,Fe,,440,58,200
Cr,Fe,,480,28,180
Cr,Fe,,520,148,165
Cr,Fe,,560,185,145
Cr,Fe,,600,154,130
Cr,Fe,,640,157,120
Cr,Fe,,680,123,105
Cr,Fe,,720,143,95
Cr,Fe,,760,44,85
Cr,Fe,,800,65,80
Cu,,,2,194,515
Cu,,,4,177,460
Cu,,,10,139,415
Cu,,,20,121,375
Cu,,,40,146,335
Cu,,,80,155,305
Cu,,,120,150,275
Cu,,,160,174,245
Cu,,,200,117,220
Cu,,,240,55,200
Cu,,,280,100,180
Cu,,,320,166,160
Cu,,,360,155,145
Cu,,,400,98,130
Cu,,,440,161,115
Cu,,,480,100,105
Cu,,,520,16,95
Cu,,,560,180,85
Cu,,,600,95,75
Cu,,,640,163,70
Cu,,,680,36,60
Cu,,,720,130,55
Cu,,,760,75,50
Cu,,,800,7,45
Cu,Fe,,2,113,1055
Cu,Fe,,4,83,950
Cu,Fe,,10,130,855
Cu,Fe,,20,86,770
Cu,Fe,,40,165,690
Cu,Fe,,80,36,625
Cu,Fe,,120,30,560
Cu,Fe,,160,186,505
Cu,Fe,,200,146,455
Cu,Fe,,240,149,410
Cu,Fe,,280,113,370
Cu,Fe,,320,54,330
Cu,Fe,,360,97,300
Cu,Fe,,400,43,270
Cu,Fe,,440,35,240
Cu,Fe,,480,78,215
Cu,Fe,,520,23,195
Cu,Fe,,560,143,175
Cu,Fe,,600,33,160
Cu,Fe,,640,130,140
Cu,Fe,,680,197,130
Cu,Fe,,720,87,115
Cu,Fe,,760,172,105
Cu,Fe,,800,133,95
Cu,Zn,,2,93,1235
Cu,Zn,,4,36,1110
Cu,Zn,,10,35,1000
Cu,Zn,,20,121,900
Cu,Zn,,40,29,810
Cu,Zn,,80,10,730
Cu,Zn,,120,21,655
Cu,Zn,,160,68,590
Cu,Zn,,200,142,530
Cu,Zn,,240,141,480
Cu,Zn,,280,189,430
Cu,Zn,,320,159,390
Cu,Zn,,360,177,350
Cu,Zn,,400,30,315
Cu,Zn,,440,77,285
Cu,Zn,,480,171,255
Cu,Zn,,520,91,230
Cu,Zn,,560,52,205
Cu,Zn,,600,195,185
Cu,Zn,,640,69,165
Cu,Zn,,680,160,150
Cu,Zn,,720,187,135
Cu,Zn,,760,119,120
Cu,Zn,,800,72,110
Fe,,,2,190,585
Fe,,,4,19,525
Fe,,,10,141,475
Fe,,,20,80,425
Fe,,,40,25,385
Fe,,,80,80,345
Fe,,,120,151,310
Fe,,,160,62,280
Fe,,,200,97,250
Fe,,,240,10,225
Fe,,,280,97,205
Fe,,,320,31,185
Fe,,,360,44,165
Fe,,,400,78,150
Fe,,,440,84,135
Fe,,,480,99,120
Fe,,,520,103,110
Fe,,,560,83,100
Fe,,,600,193,90
Fe,,,640,98,80
Fe,,,680,110,70
Fe,,,720,181,65
Fe,,,760,117,60
Fe,,,800,139,50
In,,,2,59,805
In,,,4,108,725
In,,,10,17,655
In,,,20,104,590
In,,,40,134,530
In,,,80,21,475
In,,,120,123,430
In,,,160,84,385
In,,,200,69,345
In,,,240,41,310
In,,,280,8,280
In,,,320,9,255
In,,,360,190,230
In,,,400,123,205
In,,,440,15,185
In,,,480,198,165
In,,,520,99,150
In,,,560,189,135
In,,,600,31,120
In,,,640,105,110
In,,,680,42,100
In,,,720,135,90
In,,,760,63,80
In,,,800,133,70
Ir,,,2,48,825
Ir,,,4,102,740
Ir,,,10,67,665
Ir,,,20,157,600
Ir,,,40,82,540
Ir,,,80,192,485
Ir,,,120,189,440
Ir,,,160,18,395
Ir,,,200,55,355
Ir,,,240,19,320
Ir,,,280,24,285
Ir,,,320,75,260
Ir,,,360,107,235
Ir,,,400,187,210
Ir,,,440,19,190
Ir,,,480,5,170
Ir,,,520,100,155
Ir,,,560,88,135
Ir,,,600,94,125
Ir,,,640,9,110
Ir,,,680,173,100
Ir,,,720,144,90
Ir,,,760,183,80
Ir,,,800,114,75
Mg,,,2,18,520
Mg,,,4,103,470
Mg,,,10,75,420
Mg,,,20,124,380
Mg,,,40,68,340
Mg,,,80,101,305
Mg,,,120,60,275
Mg,,,160,98,250
Mg,,,200,141,225
Mg,,,240,18,200
Mg,,,280,133,180
Mg,,,320,167,165
Mg,,,360,197,145
Mg,,,400,130,130
Mg,,,440,99,120
Mg,,,480,84,105
Mg,,,520,166,95
Mg,,,560,14,85
Mg,,,600,167,80
Mg,,,640,47,70
Mg,,,680,127,65
Mg,,,720,141,55
Mg,,,760,154,50
Mg,,,800,104,45
Mo,,,2,175,520
Mo,,,4,44,465
Mo,,,10,95,420
Mo,,,20,99,380
Mo,,,40,24,340
Mo,,,80,170,305
Mo,,,120,128,275
Mo,,,160,33,250
Mo,,,200,60,225
Mo,,,240,38,200
Mo,,,280,178,180
Mo,,,320,121,165
Mo,,,360,40,145
Mo,,,400,31,130
Mo,,,440,27,120
Mo,,,480,122,105
Mo,,,520,84,95
Mo,,,560,83,85
Mo,,,600,29,80
Mo,,,640,137,70
Mo,,,680,173,65
Mo,,,720,73,55
Mo,,,760,110,50
Mo,,,800,166,45
Ni,,,2,181,870
Ni,,,4,91,785
Ni,,,10,128,705
Ni,,,20,37,635
Ni,,,40,184,570
Ni,,,80,105,515
Ni,,,120,182,460
Ni,,,160,141,415
Ni,,,200,124,375
Ni,,,240,191,335
Ni,,,280,20,305
Ni,,,320,69,275
Ni,,,360,169,245
Ni,,,400,122,220
Ni,,,440,55,200
Ni,,,480,152,180
Ni,,,520,137,160
Ni,,,560,122,145
Ni,,,600,32,130
Ni,,,640,144,120
Ni,,,680,26,105
Ni,,,720,107,95
Ni,,,760,67,85
Ni,,,800,147,75
Ni,Al,,2,102,1085
Ni,Al,,4,196,975
Ni,Al,,10,75,880
Ni,Al,,20,170,790
Ni,Al,,40,143,710
Ni,Al,,80,128,640
Ni,Al,,120,157,575
Ni,Al,,160,115,520
Ni,Al,,200,75,465
Ni,Al,,240,170,420
Ni,Al,,280,165,380
Ni,Al,,320,80,340
Ni,Al,,360,39,305
Ni,Al,,400,158,275
Ni,Al,,440,108,250
Ni,Al,,480,113,225
Ni,Al,,520,118,200
Ni,Al,,560,50,180
Ni,Al,,600,182,165
Ni,Al,,640,120,145
Ni,Al,,680,199,130
Ni,Al,,720,130,120
Ni,Al,,760,15,105
Ni,Al,,800,147,95
Ni,Cu,,2,36,840
Ni,Cu,,4,76,760
Ni,Cu,,10,27,680
Ni,Cu,,20,71,615
Ni,Cu,,40,115,555
Ni,Cu,,80,50,495
Ni,Cu,,120,181,450
Ni,Cu,,160,164,405
Ni,Cu,,200,47,365
Ni,Cu,,240,161,325
Ni,Cu,,280,100,295
Ni,Cu,,320,13,265
Ni,Cu,,360,75,240
Ni,Cu,,400,152,215
Ni,Cu,,440,176,195
Ni,Cu,,480,88,175
Ni,Cu,,520,19,155
Ni,Cu,,560,170,140
Ni,Cu,,600,170,125
Ni,Cu,,640,167,115
Ni,Cu,,680,13,100
Ni,Cu,,720,74,90
Ni,Cu,,760,150,85
Ni,Cu,,800,84,75
Ni,Fe,,2,31,690
Ni,Fe,,4,40,620
Ni,Fe,,10,185,555
Ni,Fe,,20,6,500
Ni,Fe,,40,156,450
Ni,Fe,,80,48,405
Ni,Fe,,120,49,365
Ni,Fe,,160,88,330
Ni,Fe,,200,38,295
Ni,Fe,,240,142,265
Ni,Fe,,280,5,240
Ni,Fe,,320,114,215
Ni,Fe,,360,25,195
Ni,Fe,,400,34,175
Ni,Fe,,440,105,155
Ni,Fe,,480,80,140
Ni,Fe,,520,52,125
Ni,Fe,,560,69,115
Ni,Fe,,600,71,105
Ni,Fe,,640,95,95
Ni,Fe,,680,139,85
Ni,Fe,,720,91,75
Ni,Fe,,760,170,70
Ni,Fe,,800,27,60
Ni,,Al,2,140,730
Ni,,Al,4,195,655
Ni,,Al,10,134,590
Ni,,Al,20,194,530
Ni,,Al,40,23,480
Ni,,Al,80,183,430
Ni,,Al,120,180,385
Ni,,Al,160,12,350
Ni,,Al,200,36,315
Ni,,Al,240,163,280
Ni,,Al,280,102,255
Ni,,Al,320,153,230
Ni,,Al,360,123,205
Ni,,Al,400,11,185
Ni,,Al,440,10,165
Ni,,Al,480,30,150
Ni,,Al,520,102,135
Ni,,Al,560,86,120
Ni,,Al,600,165,110
Ni,,Al,640,20,100
Ni,,Al,680,36,90
Ni,,Al,720,157,80
Ni,,Al,760,170,70
Ni,,Al,800,152,65
Ni,,Cu,2,27,710
Ni,,Cu,4,141,640
Ni,,Cu,10,117,575
Ni,,Cu,20,32,520
Ni,,Cu,40,146,465
Ni,,Cu,80,149,420
Ni,,Cu,120,50,380
Ni,,Cu,160,18,340
Ni,,Cu,200,22,305
Ni,,Cu,240,188,275
Ni,,Cu,280,183,250
Ni,,Cu,320,24,225
Ni,,Cu,360,148,200
Ni,,Cu,400,140,180
Ni,,Cu,440,86,165
Ni,,Cu,480,168,145
Ni,,Cu,520,35,130
Ni,,Cu,560,102,120
Ni,,Cu,600,126,105
Ni,,Cu,640,71,95
Ni,,Cu,680,155,85
Ni,,Cu,720,190,80
Ni,,Cu,760,182,70
Ni,,Cu,800,169,65
Ni,,Fe,2,14,885
Ni,,Fe,4,28,795
Ni,,Fe,10,128,715
Ni,,Fe,20,181,645
Ni,,Fe,40,35,580
Ni,,Fe,80,161,520
Ni,,Fe,120,171,470
Ni,,Fe,160,36,425
Ni,,Fe,200,16,380
Ni,,Fe,240,121,340
Ni,,Fe,280,116,310
Ni,,Fe,320,129,275
Ni,,Fe,360,108,250
Ni,,Fe,400,171,225
Ni,,Fe,440,156,200
Ni,,Fe,480,109,180
Ni,,Fe,520,17,165
Ni,,Fe,560,45,145
Ni,,Fe,600,94,135
Ni,,Fe,640,14,120
Ni,,Fe,680,107,105
Ni,,Fe,720,124,95
Ni,,Fe,760,58,85
Ni,,Fe,800,70,80
Pb,,,2,10,535
Pb,,,4,60,480
Pb,,,10,63,435
Pb,,,20,162,390
Pb,,,40,47,350
Pb,,,80,86,315
Pb,,,120,193,285
Pb,,,160,189,255
Pb,,,200,101,230
Pb,,,240,182,210
Pb,,,280,108,185
Pb,,,320,171,170
Pb,,,360,126,150
Pb,,,400,31,135
Pb,,,440,18,125
Pb,,,480,115,110
Pb,,,520,148,100
Pb,,,560,161,90
Pb,,,600,152,80
Pb,,,640,129,70
Pb,,,680,9,65
Pb,,,720,49,60
Pb,,,760,42,55
Pb,,,800,186,50
Pb,Cu,,2,69,915
Pb,Cu,,4,42,825
Pb,Cu,,10,18,740
Pb,Cu,,20,195,665
Pb,Cu,,40,150,600
Pb,Cu,,80,58,540
Pb,Cu,,120,114,485
Pb,Cu,,160,135,435
Pb,Cu,,200,44,395
Pb,Cu,,240,16,355
Pb,Cu,,280,170,320
Pb,Cu,,320,167,285
Pb,Cu,,360,174,260
Pb,Cu,,400,58,230
Pb,Cu,,440,9,210
Pb,Cu,,480,157,190
Pb,Cu,,520,143,170
Pb,Cu,,560,200,150
Pb,Cu,,600,55,135
Pb,Cu,,640,45,125
Pb,Cu,,680,104,110
Pb,Cu,,720,147,100
Pb,Cu,,760,57,90
Pb,Cu,,800,23,80
Pd,,,2,47,985
Pd,,,4,185,885
Pd,,,10,21,800
Pd,,,20,182,720
Pd,,,40,91,645
Pd,,,80,99,580
Pd,,,120,149,525
Pd,,,160,136,470
Pd,,,200,142,425
Pd,,,240,31,380
Pd,,,280,183,345
Pd,,,320,113,310
Pd,,,360,54,280
Pd,,,400,148,250
Pd,,,440,68,225
Pd,,,480,44,205
Pd,,,520,121,185
Pd,,,560,93,165
Pd,,,600,123,150
Pd,,,640,63,135
Pd,,,680,176,120
Pd,,,720,36,110
Pd,,,760,60,95
Pd,,,800,93,85
Rh,,,2,116,725
Rh,,,4,9,650
Rh,,,10,92,585
Rh,,,20,167,525
Rh,,,40,45,475
Rh,,,80,133,425
Rh,,,120,30,385
Rh,,,160,58,345
Rh,,,200,171,310
Rh,,,240,97,280
Rh,,,280,155,250
Rh,,,320,87,225
Rh,,,360,54,205
Rh,,,400,166,185
Rh,,,440,122,165
Rh,,,480,149,150
Rh,,,520,79,135
Rh,,,560,92,120
Rh,,,600,30,110
Rh,,,640,71,100
Rh,,,680,79,90
Rh,,,720,149,80
Rh,,,760,136,70
Rh,,,800,43,65
Ru,,,2,12,685
Ru,,,4,156,620
Ru,,,10,22,555
Ru,,,20,107,500
Ru,,,40,109,450
Ru,,,80,58,405
Ru,,,120,148,365
Ru,,,160,21,330
Ru,,,200,35,295
Ru,,,240,195,265
Ru,,,280,108,240
Ru,,,320,45,215
Ru,,,360,85,195
Ru,,,400,38,175
Ru,,,440,185,155
Ru,,,480,17,140
Ru,,,520,106,125
Ru,,,560,91,115
Ru,,,600,48,105
Ru,,,640,167,95
Ru,,,680,131,85
Ru,,,720,80,75
Ru,,,760,149,70
Ru,,,800,189,60
Sn,,,2,72,605
Sn,,,4,162,545
Sn,,,10,142,490
Sn,,,20,9,440
Sn,,,40,54,395
Sn,,,80,65,355
Sn,,,120,158,320
Sn,,,160,102,290
Sn,,,200,163,260
Sn,,,240,85,235
Sn,,,280,110,210
Sn,,,320,41,190
Sn,,,360,181,170
Sn,,,400,103,155
Sn,,,440,157,140
Sn,,,480,74,125
Sn,,,520,28,110
Sn,,,560,195,100
Sn,,,600,49,90
Sn,,,640,118,80
Sn,,,680,115,75
Sn,,,720,188,65
Sn,,,760,134,60
Sn,,,800,88,55
Sn,Cu,,2,166,680
Sn,Cu,,4,119,610
Sn,Cu,,10,12,550
Sn,Cu,,20,36,495
Sn,Cu,,40,39,445
Sn,Cu,,80,102,400
Sn,Cu,,120,52,360
Sn,Cu,,160,75,325
Sn,Cu,,200,5,290
Sn,Cu,,240,76,265
Sn,Cu,,280,89,235
Sn,Cu,,320,41,215
Sn,Cu,,360,125,190
Sn,Cu,,400,197,170
Sn,Cu,,440,177,155
Sn,Cu,,480,15,140
Sn,Cu,,520,48,125
Sn,Cu,,560,139,115
Sn,Cu,,600,136,100
Sn,Cu,,640,178,90
Sn,Cu,,680,155,85
Sn,Cu,,720,135,75
Sn,Cu,,760,163,65
Sn,Cu,,800,186,60
